Create date,Ticket Tags,Stage Date - Project Launch,Associated Contact,Category,Target Launch Date,Kickoff Call,Close date,Pipeline,Stage Date - Project Initiation,Stage Date - Planning Phase,Ticket status,Stage Date - Execution,Time to first agent email reply (HH:mm:ss),Last CES survey rating,Priority,Associated Company,Who will be creating the Syms?,Stage Date - Closure Phase,Stage Date - Monitoring and Control Phase,Associated Company (Primary),Response time (HH:mm:ss),Ticket ID,Time to close (HH:mm:ss),Associated Deal,Library index approved,Training: General Overview,Latest Milestone,Training: Deployment/User Management Training,Requirements for the Trial,Training: Sym Building 101,Last modified date,Type,Trial End Date,Training: Sym Building 201,Stage Date - Converted Won,Latest Milestone Update Date,Ticket name,Trial Overview,Trial Start Date,1st Syms presented for review,Project Launch Day,Training: Reporting,Construction of 1st Sym begun,Trial Required,Was the sym QAed?,Company ID,Parent Company,CCaaS,Annual Revenue,Target Account,Associated Contact_company,Number of Form Submissions,Total Agents,Web Technologies,Close Date,# of Agents Total,Number of times contacted,Contact with Primary Company,ICP Fit Level,Revenue range,# of Agents Contracted,Record ID,Time Zone,Primary Industry,Number of Pageviews,Primary Company,Year Founded,ICP,Industry group,Segmentation,LMS System,SymTrain Use Cases,Associated Company_company,BPO,SSO Application,State/Region,SymTrain Product,Contract End Date,SSO Implemented?,Consolidated Industry,Type_company,Number of Employees,BPO Program,Primary Sub-Industry,Number of Sessions,WFM,Country/Region,Industry,Create Date,Company name,Last Modified Date,BPO Program Tier,Weighted amount,Deal Description,"Cumulative time in ""BANT Deal. Pain ID'ed (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Opportunity (Sales Pipeline)"" (HH:mm:ss)",Days to close,Deal Score,Close Date_deal,Deal source attribution 2,"Cumulative time in ""In Trial - Trial in Progress (Sales Pipeline)"" (HH:mm:ss)",Contract Start Date,"Cumulative time in ""Partner Referrals  (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Closed Lost (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Deep Dive. PSP Drafted (Sales Pipeline)"" (HH:mm:ss)",Pipeline_deal,Record ID_deal,Forecast category,Original Traffic Source,Associated Company_deal,Deal owner,Annual contract value,Is Closed (numeric),Amount in company currency,Annual recurring revenue,Monthly recurring revenue,Deal probability,Associated Company (Primary)_deal,Is Closed Won,Forecast probability,Contract End Date_deal,Last Activity Date,Contract Term (Months),Trial Start date,Is closed lost,Weighted amount in company currency,Is Deal Closed?,Trial End Date_deal,Deal Name,Amount,"Cumulative time in ""Closed Trial (Sales Pipeline)"" (HH:mm:ss)",Forecast amount,"Cumulative time in ""Negotiation (Sales Pipeline)"" (HH:mm:ss)",Is Open (numeric),"Cumulative time in ""Renewals  (Sales Pipeline)"" (HH:mm:ss)",Create Date_deal,"Cumulative time in ""Contract Sent (Sales Pipeline)"" (HH:mm:ss)",Total contract value,Last Modified Date_deal,"Cumulative time in ""Closed Won (Sales Pipeline)"" (HH:mm:ss)",Deal Stage,Deal Type
2025-01-16 14:06,,,Contact_30a4731c,,,,2025-01-16 14:06,Project Success Plan,,,Converted-Won,,138:14:58,,,Company_dbe52e71,,,,Company_dbe52e71,138:14:58,19141467250,00:00:00,,,,,,,,2025-02-14 13:39,,2024-12-31,,2025-01-16,,Ticket_ad84ca4b,Move from Zenerate to Symtrain and achieve success.,2023-12-01,,,,,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,,Enterprise Program (Partner),,,103.0,,2022-12-18 11:05,SymTrain EE name,,,,,,Sales Pipeline,10083572533,Not forecasted,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,,,,0.0,Associated_dbe52e71,False,,,2023-06-05 12:59,,,True,,True,,Deal_bce82aa5,,,,,0.0,,2022-09-06 08:00,,,2025-02-20 16:41,,Closed Lost,New
2024-07-26 12:19,,2024-10-10,Contact_e681731a,,,2024-08-20,2024-11-19 08:30,Project Success Plan,2024-07-26,,Converted-Won,2024-09-13,272:02:53,,,Company_dbe52e71,,2024-11-19,,Company_dbe52e71,272:02:53,3021671720,2781:10:28,Deal_25bf9c99,Yes,,,,Coaching; Onboarding,,2025-02-14 13:39,,2024-09-30,,2024-12-04,,Ticket_34ce7b9f,"We will be introducing Symtrain to Altafiber U.S. Location, we have previously launched the program on Manila location with onboarding and Coaching use case",2024-07-29,,2024-10-07,,2024-09-06,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,100000.0,Step 1 - Zenarate Replacement,924:40:35,,115.0,,2023-09-28 20:33,PAM,,,,,,Sales Pipeline,13588945588,Closed won,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,100000.0,,,1.0,Associated_dbe52e71,True,,,2024-08-30 07:17,,2023-10-01,False,100000.0,True,2023-10-01,Deal_25bf9c99,100000.0,,100000.0,1493:40:09,0.0,,2023-06-05 12:30,493:03:12,,2025-02-20 16:41,,Closed Won,New
2024-07-26 12:19,,2024-10-10,Contact_e681731a,,,2024-08-20,2024-11-19 08:30,Project Success Plan,2024-07-26,,Converted-Won,2024-09-13,272:02:53,,,Company_dbe52e71,,2024-11-19,,Company_dbe52e71,272:02:53,3021671720,2781:10:28,Deal_25bf9c99,Yes,,,,Coaching; Onboarding,,2025-02-14 13:39,,2024-09-30,,2024-12-04,,Ticket_34ce7b9f,"We will be introducing Symtrain to Altafiber U.S. Location, we have previously launched the program on Manila location with onboarding and Coaching use case",2024-07-29,,2024-10-07,,2024-09-06,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,,Enterprise Program (Partner),,,103.0,,2022-12-18 11:05,SymTrain EE name,,,,,,Sales Pipeline,10083572533,Not forecasted,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,,,,0.0,Associated_dbe52e71,False,,,2023-06-05 12:59,,,True,,True,,Deal_bce82aa5,,,,,0.0,,2022-09-06 08:00,,,2025-02-20 16:41,,Closed Lost,New
2023-06-01 15:14,,2023-12-27,Contact_8936235f,,2023-10-01,2023-09-28,2024-05-24 11:09,Project Success Plan,,,Converted-Won,,2803:08:01,,,Company_dbe52e71,,,,Company_dbe52e71,2803:08:01,1891053851,8587:54:55,,Yes,2023-11-13,Library Index Approved,2023-11-15,Coaching; Onboarding,2023-11-15,2025-02-14 13:39,,,2023-11-17,2024-05-24,2023-11-24,Ticket_59c78152,"StartTek will use SymTrain on a variety of customers, moving them over 1 at a time for both coaching and onboarding activities.",,2023-11-13,2023-12-04,2023-11-16,2023-10-02,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,100000.0,Step 1 - Zenarate Replacement,924:40:35,,115.0,,2023-09-28 20:33,PAM,,,,,,Sales Pipeline,13588945588,Closed won,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,100000.0,,,1.0,Associated_dbe52e71,True,,,2024-08-30 07:17,,2023-10-01,False,100000.0,True,2023-10-01,Deal_25bf9c99,100000.0,,100000.0,1493:40:09,0.0,,2023-06-05 12:30,493:03:12,,2025-02-20 16:41,,Closed Won,New
2023-06-01 15:14,,2023-12-27,Contact_8936235f,,2023-10-01,2023-09-28,2024-05-24 11:09,Project Success Plan,,,Converted-Won,,2803:08:01,,,Company_dbe52e71,,,,Company_dbe52e71,2803:08:01,1891053851,8587:54:55,,Yes,2023-11-13,Library Index Approved,2023-11-15,Coaching; Onboarding,2023-11-15,2025-02-14 13:39,,,2023-11-17,2024-05-24,2023-11-24,Ticket_59c78152,"StartTek will use SymTrain on a variety of customers, moving them over 1 at a time for both coaching and onboarding activities.",,2023-11-13,2023-12-04,2023-11-16,2023-10-02,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,,Enterprise Program (Partner),,,103.0,,2022-12-18 11:05,SymTrain EE name,,,,,,Sales Pipeline,10083572533,Not forecasted,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,,,,0.0,Associated_dbe52e71,False,,,2023-06-05 12:59,,,True,,True,,Deal_bce82aa5,,,,,0.0,,2022-09-06 08:00,,,2025-02-20 16:41,,Closed Lost,New
2024-04-02 14:52,,2024-04-02,Contact_8d13deb2,,2023-11-30,,2024-05-24 11:09,Project Success Plan,,,Converted-Won,,137:18:30,,,Company_dbe52e71,Who_caffcabc,,,Company_dbe52e71,137:18:30,2561463559,1244:16:54,Deal_bce82aa5,,2023-11-20,GNG Call,2023-11-20,,2023-11-21,2025-02-14 13:39,,2024-07-31,,2024-05-24,2024-04-02,Ticket_8224d7a7,Utilize Symtrain to improve metrics,2023-11-01,,2023-11-30,2023-11-21,,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,100000.0,Step 1 - Zenarate Replacement,924:40:35,,115.0,,2023-09-28 20:33,PAM,,,,,,Sales Pipeline,13588945588,Closed won,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,100000.0,,,1.0,Associated_dbe52e71,True,,,2024-08-30 07:17,,2023-10-01,False,100000.0,True,2023-10-01,Deal_25bf9c99,100000.0,,100000.0,1493:40:09,0.0,,2023-06-05 12:30,493:03:12,,2025-02-20 16:41,,Closed Won,New
2024-04-02 14:52,,2024-04-02,Contact_8d13deb2,,2023-11-30,,2024-05-24 11:09,Project Success Plan,,,Converted-Won,,137:18:30,,,Company_dbe52e71,Who_caffcabc,,,Company_dbe52e71,137:18:30,2561463559,1244:16:54,Deal_bce82aa5,,2023-11-20,GNG Call,2023-11-20,,2023-11-21,2025-02-14 13:39,,2024-07-31,,2024-05-24,2024-04-02,Ticket_8224d7a7,Utilize Symtrain to improve metrics,2023-11-01,,2023-11-30,2023-11-21,,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,,Enterprise Program (Partner),,,103.0,,2022-12-18 11:05,SymTrain EE name,,,,,,Sales Pipeline,10083572533,Not forecasted,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,,,,0.0,Associated_dbe52e71,False,,,2023-06-05 12:59,,,True,,True,,Deal_bce82aa5,,,,,0.0,,2022-09-06 08:00,,,2025-02-20 16:41,,Closed Lost,New
2024-11-11 10:03,,,Contact_d175ba69,,,,,Project Success Plan,2024-11-11,,Planning Phase,,2287:05:53,,,Company_ab3d03cf,,,,Company_dbe52e71,2287:05:53,16228714006,,,,,,,,,2025-02-20 16:41,,2025-01-31,,,,Ticket_d357b9c8,Startek has acquired Intelling Ltd and Startek wants to show them the Symtrain with this POC.,2024-11-11,,,,,,,28148713798,,,100000000.0,,Contact_402992ee,0.0,,Microsoft Exchange Online; Wordpress; Typeform; Godaddy Nameserver; Salesforce; Microsoft Office 365; Apache; Google Maps; Outlook,,,1.0,Company_402992ee,,,,28148713798,Europe/London,,0.0,,2012.0,,,,,,,,,Greater Manchester,,,,Consulting (Technology & AI),,1000.0,,,0.0,,United Kingdom,Professional Training & Coaching,2025-01-06 13:39,Company_9b34fc9a,2025-02-14 13:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-22 11:03,,2024-05-22,Contact_3f1cfb8f,,2024-02-06,,2024-08-16 11:32,Project Success Plan,,,Converted-Won,,166:39:54,,,Company_dbe52e71,,,,Company_dbe52e71,166:39:54,2751871900,2064:28:44,Deal_bce82aa5,,2024-02-01,GNG Call,,,,2025-02-14 13:39,,2024-06-30,,2024-08-16,2024-05-24,Ticket_c2b2661f,"This is a new program, Symtrain will be utilized for new agents to help them improve their performance and achieve client goals.",2024-02-01,,2024-02-06,,,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,100000.0,Step 1 - Zenarate Replacement,924:40:35,,115.0,,2023-09-28 20:33,PAM,,,,,,Sales Pipeline,13588945588,Closed won,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,100000.0,,,1.0,Associated_dbe52e71,True,,,2024-08-30 07:17,,2023-10-01,False,100000.0,True,2023-10-01,Deal_25bf9c99,100000.0,,100000.0,1493:40:09,0.0,,2023-06-05 12:30,493:03:12,,2025-02-20 16:41,,Closed Won,New
2024-05-22 11:03,,2024-05-22,Contact_3f1cfb8f,,2024-02-06,,2024-08-16 11:32,Project Success Plan,,,Converted-Won,,166:39:54,,,Company_dbe52e71,,,,Company_dbe52e71,166:39:54,2751871900,2064:28:44,Deal_bce82aa5,,2024-02-01,GNG Call,,,,2025-02-14 13:39,,2024-06-30,,2024-08-16,2024-05-24,Ticket_c2b2661f,"This is a new program, Symtrain will be utilized for new agents to help them improve their performance and achieve client goals.",2024-02-01,,2024-02-06,,,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,,Enterprise Program (Partner),,,103.0,,2022-12-18 11:05,SymTrain EE name,,,,,,Sales Pipeline,10083572533,Not forecasted,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,,,,0.0,Associated_dbe52e71,False,,,2023-06-05 12:59,,,True,,True,,Deal_bce82aa5,,,,,0.0,,2022-09-06 08:00,,,2025-02-20 16:41,,Closed Lost,New
2024-05-22 20:52,,2024-06-21,Contact_e3a6c1ed,,,2024-05-31,2024-09-20 10:56,Project Success Plan,2024-05-22,,Converted-Won,2024-06-21,156:50:48,,,Company_dbe52e71,,,,Company_dbe52e71,156:50:48,2753363511,2894:03:09,Deal_bce82aa5,Yes,,,2024-06-20,Coaching; Onboarding,,2025-02-14 13:39,,2024-08-31,,2024-09-20,,Ticket_915627b9,This program will be launched using Symtrain's Intelligent Coaching feature for 150 agents,2024-05-01,2024-06-14,2024-06-21,,2024-06-11,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,100000.0,Step 1 - Zenarate Replacement,924:40:35,,115.0,,2023-09-28 20:33,PAM,,,,,,Sales Pipeline,13588945588,Closed won,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,100000.0,,,1.0,Associated_dbe52e71,True,,,2024-08-30 07:17,,2023-10-01,False,100000.0,True,2023-10-01,Deal_25bf9c99,100000.0,,100000.0,1493:40:09,0.0,,2023-06-05 12:30,493:03:12,,2025-02-20 16:41,,Closed Won,New
2024-05-22 20:52,,2024-06-21,Contact_e3a6c1ed,,,2024-05-31,2024-09-20 10:56,Project Success Plan,2024-05-22,,Converted-Won,2024-06-21,156:50:48,,,Company_dbe52e71,,,,Company_dbe52e71,156:50:48,2753363511,2894:03:09,Deal_bce82aa5,Yes,,,2024-06-20,Coaching; Onboarding,,2025-02-14 13:39,,2024-08-31,,2024-09-20,,Ticket_915627b9,This program will be launched using Symtrain's Intelligent Coaching feature for 150 agents,2024-05-01,2024-06-14,2024-06-21,,2024-06-11,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,,Enterprise Program (Partner),,,103.0,,2022-12-18 11:05,SymTrain EE name,,,,,,Sales Pipeline,10083572533,Not forecasted,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,,,,0.0,Associated_dbe52e71,False,,,2023-06-05 12:59,,,True,,True,,Deal_bce82aa5,,,,,0.0,,2022-09-06 08:00,,,2025-02-20 16:41,,Closed Lost,New
2024-05-22 11:25,,2024-09-13,Contact_b892afe8,,,2024-05-23,2024-11-22 10:40,Project Success Plan,2024-05-22,,Converted-Won,2024-07-19,,,,Company_dbe52e71,,2024-11-22,,Company_dbe52e71,,2751936415,4416:15:52,Deal_bce82aa5,Yes,2024-07-25,,2024-09-04,Onboarding,2024-08-01,2025-02-14 13:39,,2024-08-31,2024-07-26,2025-01-03,,Ticket_770bb5d9,This program will utilize Symtrain's chat feature for new agents to help them improve their metrics.,2024-05-23,2024-07-11,2024-09-11,2024-07-25,2024-07-15,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,100000.0,Step 1 - Zenarate Replacement,924:40:35,,115.0,,2023-09-28 20:33,PAM,,,,,,Sales Pipeline,13588945588,Closed won,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,100000.0,,,1.0,Associated_dbe52e71,True,,,2024-08-30 07:17,,2023-10-01,False,100000.0,True,2023-10-01,Deal_25bf9c99,100000.0,,100000.0,1493:40:09,0.0,,2023-06-05 12:30,493:03:12,,2025-02-20 16:41,,Closed Won,New
2024-05-22 11:25,,2024-09-13,Contact_b892afe8,,,2024-05-23,2024-11-22 10:40,Project Success Plan,2024-05-22,,Converted-Won,2024-07-19,,,,Company_dbe52e71,,2024-11-22,,Company_dbe52e71,,2751936415,4416:15:52,Deal_bce82aa5,Yes,2024-07-25,,2024-09-04,Onboarding,2024-08-01,2025-02-14 13:39,,2024-08-31,2024-07-26,2025-01-03,,Ticket_770bb5d9,This program will utilize Symtrain's chat feature for new agents to help them improve their metrics.,2024-05-23,2024-07-11,2024-09-11,2024-07-25,2024-07-15,,,9349628249,,,707880.0,True,Contact_13e0b66f,3.0,,Microsoft Exchange Online; Wordpress; Salesforce; App Nexus; Add To Any; Dstillery; Benchmarkemail; Google Analytics; Recaptcha; Google Tag Manager; Google Charts; Godaddy Nameserver; Microsoft Office 365; MediaMath; Outlook,2023-10-04 19:54,,591.0,Company_3c6fb54a,Tier 1: Ideal Fit,,,9349628249,America/Denver,Business Services,6.0,,2014.0,,,ABM,,,,,,Colorado,,,,BPO,Customer,40000.0,,Management Consulting,3.0,Verint,United States,Business Services,2022-08-09 16:56,Company_dbe52e71,2025-02-20 16:46,,,Enterprise Program (Partner),,,103.0,,2022-12-18 11:05,SymTrain EE name,,,,,,Sales Pipeline,10083572533,Not forecasted,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,,,,0.0,Associated_dbe52e71,False,,,2023-06-05 12:59,,,True,,True,,Deal_bce82aa5,,,,,0.0,,2022-09-06 08:00,,,2025-02-20 16:41,,Closed Lost,New
2024-08-23 11:27,,,Contact_2315b87d,,,,2024-08-30 11:04,Project Success Plan,2024-08-23,,Lost,,,,,Company_c2ca937b,,,,Company_c873cf11,,3143704922,167:36:35,,,,,,,,2025-02-14 13:39,Internal,2024-10-01,,,,Ticket_c873cf11,30 days ,2024-09-01,,,,,,,15028171942,,,10000000.0,,Contact_104ef761,3.0,,Perfect Audience; Hotjar; App Nexus; Wordpress; Google Tag Manager; Facebook Connect; Facebook Advertiser; Salesforce; Qualtrics; Apache; Vimeo; Google Apps,2023-07-17 16:39,,22.0,Company_104ef761,,,,15028171942,America/Los_Angeles,Construction,29.0,,2020.0,,,,,,,,,Utah,,,,Technology,,3500.0,,Commercial & Residential Construction,11.0,,United States,Computer Hardware,2023-03-09 14:57,Company_970bb80e,2025-02-14 13:39,,0.0,"D2D team of over 3,500 users.",2734:48:53,,113.0,,2023-11-09 09:57,Referral Partner,,,,,,Sales Pipeline,14210952201,Not forecasted,Offline Sources,Associated_970bb80e,Deal_3d3dc242,,1.0,100000.0,,,0.0,Associated_970bb80e,False,,,2023-09-05 16:51,,,True,0.0,True,,Deal_97a9e337,100000.0,,100000.0,,0.0,,2023-07-18 12:08,,,2024-09-12 18:30,,Closed Lost,Growth
2024-08-23 11:27,,,Contact_2315b87d,,,,2024-08-30 11:04,Project Success Plan,2024-08-23,,Lost,,,,,Company_c2ca937b,,,,Company_c873cf11,,3143704922,167:36:35,,,,,,,,2025-02-14 13:39,Internal,2024-10-01,,,,Ticket_c873cf11,30 days ,2024-09-01,,,,,,,15028171942,,,10000000.0,,Contact_104ef761,3.0,,Perfect Audience; Hotjar; App Nexus; Wordpress; Google Tag Manager; Facebook Connect; Facebook Advertiser; Salesforce; Qualtrics; Apache; Vimeo; Google Apps,2023-07-17 16:39,,22.0,Company_104ef761,,,,15028171942,America/Los_Angeles,Construction,29.0,,2020.0,,,,,,,,,Utah,,,,Technology,,3500.0,,Commercial & Residential Construction,11.0,,United States,Computer Hardware,2023-03-09 14:57,Company_970bb80e,2025-02-14 13:39,,0.0,New LOB Steve inherited for their collections and ...,2734:49:57,,113.0,,2023-11-09 09:57,Referral Partner,,,,,,Sales Pipeline,14211779472,Not forecasted,Offline Sources,Associated_970bb80e,Deal_3d3dc242,,1.0,40000.0,,,0.0,Associated_970bb80e,False,,,2023-09-05 16:51,,,True,0.0,True,,Deal_cc6d05bd,40000.0,,40000.0,,0.0,,2023-07-18 12:07,,,2024-09-12 18:30,,Closed Lost,Growth
2024-08-23 11:27,,,Contact_2315b87d,,,,2024-08-30 11:04,Project Success Plan,2024-08-23,,Lost,,,,,Company_c2ca937b,,,,Company_c873cf11,,3143704922,167:36:35,,,,,,,,2025-02-14 13:39,Internal,2024-10-01,,,,Ticket_c873cf11,30 days ,2024-09-01,,,,,,,15028171942,,,10000000.0,,Contact_104ef761,3.0,,Perfect Audience; Hotjar; App Nexus; Wordpress; Google Tag Manager; Facebook Connect; Facebook Advertiser; Salesforce; Qualtrics; Apache; Vimeo; Google Apps,2023-07-17 16:39,,22.0,Company_104ef761,,,,15028171942,America/Los_Angeles,Construction,29.0,,2020.0,,,,,,,,,Utah,,,,Technology,,3500.0,,Commercial & Residential Construction,11.0,,United States,Computer Hardware,2023-03-09 14:57,Company_970bb80e,2025-02-14 13:39,,6000.0,Sales following the Sandler Sales Method: 1.     B...,577:49:58,,48.0,,2023-07-17 16:40,Referral Partner,164:24:53,,,,,Sales Pipeline,13507359857,Closed won,Offline Sources,Associated_970bb80e,Deal_3d3dc242,,1.0,6000.0,,,1.0,Associated_970bb80e,True,,,2023-07-17 14:00,,2023-07-01,False,6000.0,True,2023-07-31,Deal_a4587f72,6000.0,,6000.0,168:05:27,0.0,,2023-05-30 13:34,101:11:21,,2024-12-16 14:04,,Closed Won,New
